Datetime,Global_active_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,hour,day,month,dayofweek,quarter,is_weekend
2006-12-16 17:00:00,3.9638333333333335,234.6438888888889,16.922222222222224,0.0,0.5277777777777778,16.86111111111111,17,16,12,5,4,1
2006-12-16 18:00:00,3.506533333333333,234.58016666666666,15.013333333333332,0.0,6.65,16.866666666666667,18,16,12,5,4,1
2006-12-16 19:00:00,3.4002333333333334,233.23250000000002,14.503333333333334,0.0,1.4333333333333333,16.683333333333334,19,16,12,5,4,1
2006-12-16 20:00:00,3.2685666666666666,234.07150000000001,13.916666666666666,0.0,0.0,16.783333333333335,20,16,12,5,4,1
2006-12-16 21:00:00,3.0564666666666667,237.15866666666668,13.046666666666665,0.0,0.4166666666666667,17.216666666666665,21,16,12,5,4,1
2006-12-16 22:00:00,2.2001333333333335,238.76000000000002,9.523333333333333,0.0,0.13333333333333333,4.433333333333334,22,16,12,5,4,1
2006-12-16 23:00:00,2.0616,240.61966666666666,8.896666666666667,0.0,0.08333333333333333,0.0,23,16,12,5,4,1
2006-12-17 00:00:00,1.8824666666666665,240.96183333333332,8.126666666666667,0.0,0.4666666666666667,0.0,0,17,12,6,4,1
2006-12-17 01:00:00,3.3160666666666665,240.44833333333332,14.126666666666667,0.0,25.133333333333333,0.0,1,17,12,6,4,1
2006-12-17 02:00:00,1.5872666666666668,245.77233333333334,6.87,0.0,0.5666666666666667,0.0,2,17,12,6,4,1
2006-12-17 03:00:00,1.6622,244.5135,7.206666666666667,0.0,0.7666666666666667,0.0,3,17,12,6,4,1
2006-12-17 04:00:00,2.2157666666666667,243.8555,9.333333333333334,0.0,0.5666666666666667,8.883333333333333,4,17,12,6,4,1
2006-12-17 05:00:00,1.9967333333333335,243.71016666666668,8.566666666666666,0.0,0.16666666666666666,4.65,5,17,12,6,4,1
2006-12-17 06:00:00,1.3033000000000001,244.1415,5.53,0.0,0.7166666666666667,0.0,6,17,12,6,4,1
2006-12-17 07:00:00,1.6200333333333332,241.84566666666666,6.803333333333333,0.0,0.16666666666666666,0.0,7,17,12,6,4,1
2006-12-17 08:00:00,1.8905666666666667,241.3115,8.05,0.0,0.75,0.0,8,17,12,6,4,1
2006-12-17 09:00:00,2.3902,238.8478333333333,10.283333333333333,0.0,7.1,0.0,9,17,12,6,4,1
2006-12-17 10:00:00,3.4108,235.44099999999997,14.536666666666667,8.883333333333333,20.116666666666667,16.15,10,17,12,6,4,1
2006-12-17 11:00:00,2.4709999999999996,236.92466666666667,10.493333333333334,9.45,4.95,17.183333333333334,11,17,12,6,4,1
2006-12-17 12:00:00,1.9158666666666666,237.78466666666665,8.136666666666667,0.0,0.5333333333333333,17.316666666666666,12,17,12,6,4,1
2006-12-17 13:00:00,1.6607666666666667,239.92066666666668,6.923333333333333,0.0,0.05,17.616666666666667,13,17,12,6,4,1
2006-12-17 14:00:00,2.092633333333333,244.04566666666668,8.6,0.0,0.3333333333333333,18.233333333333334,14,17,12,6,4,1
2006-12-17 15:00:00,2.9616333333333333,240.48083333333335,12.363333333333335,6.966666666666667,0.2,17.7,15,17,12,6,4,1
2006-12-17 16:00:00,3.3234666666666666,236.78183333333334,14.003333333333334,8.583333333333334,0.06666666666666667,17.166666666666668,16,17,12,6,4,1
2006-12-17 17:00:00,3.406766666666667,234.22983333333335,14.51,0.0,0.4666666666666667,16.816666666666666,17,17,12,6,4,1
2006-12-17 18:00:00,3.6511333333333336,234.37233333333333,15.55,0.0,0.0,16.833333333333332,18,17,12,6,4,1
2006-12-17 19:00:00,2.9084,233.19566666666665,12.506666666666666,0.0,0.5166666666666667,16.683333333333334,19,17,12,6,4,1
2006-12-17 20:00:00,3.3615,236.4265,14.276666666666667,0.0,1.1166666666666667,17.116666666666667,20,17,12,6,4,1
2006-12-17 21:00:00,3.040766666666667,239.10416666666666,12.716666666666667,0.0,1.2,17.5,21,17,12,6,4,1
2006-12-17 22:00:00,1.518,242.19233333333332,6.383333333333334,0.0,0.4166666666666667,2.5,22,17,12,6,4,1
2006-12-17 23:00:00,0.4377333333333333,245.733,1.9966666666666666,0.0,0.8,0.0,23,17,12,6,4,1
2006-12-18 00:00:00,0.2763666666666667,244.60750000000002,1.2233333333333334,0.0,0.03333333333333333,0.0,0,18,12,0,4,0
2006-12-18 01:00:00,0.31329999999999997,243.51933333333332,1.4166666666666667,0.0,0.5833333333333334,0.0,1,18,12,0,4,0
