Datetime,Global_active_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,hour,day,month,dayofweek,quarter,is_weekend
2006-12-16 17:00:00,0.8137193959001455,0.3926540032042496,0.8174023675185309,0.0,0.015283140283140284,0.8530073074761102,17,16,12,5,4,1
2006-12-16 18:00:00,0.7168105336027011,0.3898137624152209,0.7223697311649517,0.0,0.1925675675675676,0.8532883642495784,18,16,12,5,4,1
2006-12-16 19:00:00,0.6942839382337567,0.32974526977335117,0.6969797543976104,0.0,0.041505791505791506,0.8440134907251265,19,16,12,5,4,1
2006-12-16 20:00:00,0.6663817583318028,0.3671413607898213,0.667772983737139,0.0,0.0,0.8490725126475549,20,16,12,5,4,1
2006-12-16 21:00:00,0.621434525239111,0.50474322688002,0.6244606704281446,0.0,0.012065637065637066,0.8709949409780775,21,16,12,5,4,1
2006-12-16 22:00:00,0.4399643982312137,0.5761182055224996,0.4490540989047461,0.0,0.003861003861003861,0.224283305227656,22,16,12,5,4,1
2006-12-16 23:00:00,0.4106070666685503,0.6590076738502226,0.41785595751742444,0.0,0.002413127413127413,0.0,23,16,12,5,4,1
2006-12-17 00:00:00,0.37264597431586677,0.6742588011559061,0.3795220710255559,0.0,0.013513513513513514,0.0,0,17,12,6,4,1
2006-12-17 01:00:00,0.6764477346255456,0.6513709671428458,0.6782276800531032,0.0,0.7277992277992278,0.0,1,17,12,6,4,1
2006-12-17 02:00:00,0.31008858059138494,0.8886734565012304,0.3169598406903419,0.0,0.01640926640926641,0.0,2,17,12,6,4,1
2006-12-17 03:00:00,0.32596809968495255,0.8325644625704793,0.3337205443079987,0.0,0.0222007722007722,0.0,3,17,12,6,4,1
2006-12-17 04:00:00,0.4432773406043824,0.8032359430367055,0.43959508795220714,0.0,0.01640926640926641,0.4494097807757167,4,17,12,6,4,1
2006-12-17 05:00:00,0.3968608281649549,0.7967581140008768,0.40142714902090937,0.0,0.004826254826254826,0.23524451939291738,5,17,12,6,4,1
2006-12-17 06:00:00,0.2499117019623356,0.8159835974237257,0.2502489213408563,0.0,0.020752895752895753,0.0,6,17,12,6,4,1
2006-12-17 07:00:00,0.3170323382733142,0.7136532132854931,0.31364088947892466,0.0,0.004826254826254826,0.0,7,17,12,6,4,1
2006-12-17 08:00:00,0.37436248816806295,0.6898442200976138,0.3757052771324262,0.0,0.02171814671814672,0.0,8,17,12,6,4,1
2006-12-17 09:00:00,0.48024243109221143,0.5800331320154815,0.48689014271490205,0.0,0.2055984555984556,0.0,9,17,12,6,4,1
2006-12-17 10:00:00,0.6965231764689261,0.4281830135276685,0.698639230003319,0.23377192982456138,0.5825289575289576,0.8170320404721754,10,17,12,6,4,1
2006-12-17 11:00:00,0.49736518655609385,0.4943133278360943,0.49734483903086624,0.24868421052631576,0.14333976833976836,0.8693086003372682,11,17,12,6,4,1
2006-12-17 12:00:00,0.37972394501504597,0.5326454354334285,0.3800199137072685,0.0,0.015444015444015444,0.8760539629005059,12,17,12,6,4,1
2006-12-17 13:00:00,0.325664354435387,0.6278516933728557,0.31961500165947554,0.0,0.001447876447876448,0.8912310286677909,13,17,12,6,4,1
2006-12-17 14:00:00,0.4171835045137956,0.8117120931856512,0.40308662462661793,0.0,0.009652509652509652,0.9224283305227656,14,17,12,6,4,1
2006-12-17 15:00:00,0.6013378918666911,0.6528195642322814,0.5904414205111186,0.18333333333333332,0.005791505791505792,0.8954468802698144,15,17,12,6,4,1
2006-12-17 16:00:00,0.6780159077744655,0.4879469293456058,0.6720876203119814,0.22587719298245615,0.0019305019305019305,0.8684654300168635,16,17,12,6,4,1
2006-12-17 17:00:00,0.6956684514643346,0.37419862866142317,0.697311649518752,0.0,0.013513513513513514,0.8507588532883642,17,17,12,6,4,1
2006-12-17 18:00:00,0.7474534845937584,0.38055016974586486,0.7490872884168602,0.0,0.0,0.8516020236087689,18,17,12,6,4,1
2006-12-17 19:00:00,0.590056934574686,0.32810352640532514,0.5975771656156654,0.0,0.014961389961389963,0.8440134907251265,19,17,12,6,4,1
2006-12-17 20:00:00,0.686075752652473,0.4721089345011258,0.6856953202787919,0.0,0.03233590733590734,0.8659359190556493,20,17,12,6,4,1
2006-12-17 21:00:00,0.618107455179916,0.5914584772644549,0.6080318619316296,0.0,0.03474903474903475,0.8853288364249579,21,17,12,6,4,1
2006-12-17 22:00:00,0.29540991481005324,0.7291049155727904,0.2927314968469964,0.0,0.012065637065637066,0.12647554806070826,22,17,12,6,4,1
2006-12-17 23:00:00,0.06648489043979484,0.8869202825878642,0.0743445071357451,0.0,0.02316602316602317,0.0,23,17,12,6,4,1
2006-12-18 00:00:00,0.03228882641312179,0.8367542510753054,0.03584467308330568,0.0,0.0009652509652509653,0.0,0,18,12,0,4,0
2006-12-18 01:00:00,0.04011556447169516,0.7882522490398394,0.04546963159641554,0.0,0.016891891891891893,0.0,1,18,12,0,4,0
2006-12-18 02:00:00,0.03400534026531794,0.9383491936142878,0.03750414868901428,0.0,0.0,0.0,2,18,12,0,4,0
2006-12-18 03:00:00,0.03940211632736673,0.886868281666704,0.04463989379356123,0.0,0.01640926640926641,0.0,3,18,12,0,4,0
2006-12-18 04:00:00,0.19121823036604832,0.8768469612890293,0.1828742117490873,0.0,0.0019305019305019305,0.6349072512647556,4,18,12,0,4,0
2006-12-18 05:00:00,0.03591964172188236,0.8655330465853979,0.03932957185529372,0.0,0.013513513513513514,0.0,5,18,12,0,4,0
2006-12-18 06:00:00,0.1029908311317689,0.885605402152839,0.1043810155990707,0.0,0.002413127413127413,0.0,6,18,12,0,4,0
2006-12-18 07:00:00,0.4918907082209004,0.6742810872649745,0.4827414537006305,0.0021929824561403508,0.013030888030888031,0.5716694772344014,7,18,12,0,4,0
2006-12-18 08:00:00,0.41495839396465245,0.5369095109684814,0.40939263192831066,0.32807017543859646,0.0009652509652509653,0.8777403035413154,8,18,12,0,4,0
2006-12-18 09:00:00,0.31900315047398387,0.515707992541584,0.3143046797212081,0.13596491228070176,0.013996138996138996,0.8735244519392917,9,18,12,0,4,0
2006-12-18 10:00:00,0.25125383213483465,0.5904036014352254,0.24510454696315967,0.0,0.0,0.8853288364249579,10,18,12,0,4,0
2006-12-18 11:00:00,0.3047200599013887,0.6211807180584348,0.2970461334218387,0.0,0.014961389961389963,0.8903878583473862,11,18,12,0,4,0
2006-12-18 12:00:00,0.3458598816099911,0.7463840788036809,0.335711915034849,0.0,0.0,0.9114671163575042,12,18,12,0,4,0
2006-12-18 13:00:00,0.3301781501207917,0.7184892989532976,0.3204447394623299,0.0,0.015444015444015444,0.8785834738617201,13,18,12,0,4,0
2006-12-18 14:00:00,0.34097876608790245,0.7292906331483593,0.3282442748091603,0.0,0.0,0.8794266441821248,14,18,12,0,4,0
2006-12-18 15:00:00,0.3518429566421315,0.7394085266653292,0.33886491868569535,0.0,0.014961389961389963,0.9097807757166948,15,18,12,0,4,0
2006-12-18 16:00:00,0.3868089795572383,0.7374993499884859,0.3780285429804182,0.0,0.0,0.9097807757166948,16,18,12,0,4,0
2006-12-18 17:00:00,0.43037876326236524,0.5747438954632909,0.4226684367739795,0.0,0.009652509652509652,0.8827993254637436,17,18,12,0,4,0
2006-12-18 18:00:00,0.4828560530070779,0.48289541129014424,0.47693328908065047,0.0,0.00723938223938224,0.8558178752107927,18,18,12,0,4,0
2006-12-18 19:00:00,0.5210219968071429,0.4231983537994122,0.5230667109193494,0.0,0.2615830115830116,0.0,19,18,12,0,4,0
2006-12-18 20:00:00,0.620184225025783,0.38732514690260267,0.6244606704281446,0.0,0.01447876447876448,0.6703204047217538,20,18,12,0,4,0
2006-12-18 21:00:00,0.43352217340321825,0.5240058538179824,0.4349485562562231,0.0,0.0,0.18802698145025296,21,18,12,0,4,0
2006-12-18 22:00:00,0.3422008109291779,0.6408147801475348,0.33587786259541985,0.0,0.2538610038610039,0.0,22,18,12,0,4,0
2006-12-18 23:00:00,0.30161196897560144,0.7499201414425052,0.3035180882841022,0.0,0.5859073359073359,0.0,23,18,12,0,4,0
2006-12-19 00:00:00,0.15112385742339263,0.7237042484752596,0.15134417524062396,0.0,0.027992277992277992,0.412310286677909,0,19,12,1,4,0
2006-12-19 01:00:00,0.04853566534337339,0.7119891838083987,0.05310321938267508,0.0,0.00723938223938224,0.03709949409780775,1,19,12,1,4,0
2006-12-19 02:00:00,0.04306825085119308,0.8889928907312079,0.04779289744440757,0.0,0.01833976833976834,0.0,2,19,12,1,4,0
2006-12-19 03:00:00,0.03905598801972225,0.8303209942576117,0.042814470627281775,0.0,0.004826254826254826,0.0,3,19,12,1,4,0
2006-12-19 04:00:00,0.043195400025429834,0.817989347239866,0.04961832061068702,0.0,0.020752895752895753,0.0,4,19,12,1,4,0
2006-12-19 05:00:00,0.03870985971207774,0.7684844702963307,0.04364420843013607,0.0,0.004826254826254826,0.0,5,19,12,1,4,0
2006-12-19 06:00:00,0.14102256191458398,0.7218545014225981,0.14636574842349817,0.0,0.01978764478764479,0.0,6,19,12,1,4,0
2006-12-19 07:00:00,0.3521255103626577,0.6058107315043877,0.3504812479256555,0.0,0.0,0.3743676222596965,7,19,12,1,4,0
2006-12-19 08:00:00,0.6962264950623737,0.45962128471990127,0.6943245934284765,0.24605263157894736,0.5458494208494209,0.8650927487352446,8,19,12,1,4,0
2006-12-19 09:00:00,0.2979670259808146,0.6123257040553298,0.30285429804181885,0.12192982456140351,0.4063706563706564,0.16526138279932545,9,19,12,1,4,0
2006-12-19 10:00:00,0.06635774126555812,0.7341564336282538,0.07168934616661134,0.0,0.041023166023166024,0.0,10,19,12,1,4,0
2006-12-19 11:00:00,0.46571210601415586,0.6458737269060197,0.4659807500829738,0.0,0.8397683397683398,0.0,11,19,12,1,4,0
2006-12-19 12:00:00,0.06498735572100645,0.7632620920713471,0.07069366080318619,0.0,0.08445945945945946,0.0,12,19,12,1,4,0
2006-12-19 13:00:00,0.03739598491163132,0.7919591718481875,0.03932957185529372,0.0,0.01785714285714286,0.0,13,19,12,1,4,0
2006-12-19 14:00:00,0.03774917706228896,0.9399686508732437,0.04132094258214404,0.0,0.02171814671814672,0.0,14,19,12,1,4,0
2006-12-19 15:00:00,0.0630165435203368,0.7089731303811675,0.06488549618320612,0.0,0.004826254826254826,0.112141652613828,15,19,12,1,4,0
2006-12-19 16:00:00,0.2644985377844963,0.75237161344001,0.25439761035512776,0.0,0.020752895752895753,0.912310286677909,16,19,12,1,4,0
2006-12-19 17:00:00,0.42118163965924016,0.5692837987415782,0.4152007965482908,0.0,0.004826254826254826,0.881956155143339,17,19,12,1,4,0
2006-12-19 18:00:00,0.4409321447240157,0.5262196073187582,0.4357782940590773,0.0,0.021235521235521235,0.8752107925801013,18,19,12,1,4,0
2006-12-19 19:00:00,0.36409166042693863,0.6795257515990283,0.353468304015931,0.0,0.001447876447876448,0.5893760539629005,19,19,12,1,4,0
2006-12-19 20:00:00,0.5914697031773165,0.6905870903998874,0.5906073680716893,0.0,0.7717181467181468,0.0,20,19,12,1,4,0
2006-12-19 21:00:00,0.27948801265840667,0.670165585790377,0.2907401261201461,0.0,0.36003861003861004,0.0,21,19,12,1,4,0
2006-12-19 22:00:00,0.12630151307517343,0.750811585805236,0.12495851310985731,0.0,0.033783783783783786,0.0,22,19,12,1,4,0
2006-12-19 23:00:00,0.05503440091547404,0.9258466864270165,0.053767009624958506,0.0,0.004826254826254826,0.0,23,19,12,1,4,0
2006-12-20 00:00:00,0.0711682183575152,0.8904117730085517,0.07384666445403254,0.0,0.020752895752895753,0.0,0,20,12,2,4,0
2006-12-20 01:00:00,0.02853792577313761,0.8009999034268613,0.03036840358446731,0.0,0.004826254826254826,0.0,1,20,12,2,4,0
2006-12-20 02:00:00,0.13994179393357162,0.879543580486283,0.1364088947892466,0.0,0.02027027027027027,0.40134907251264756,2,20,12,2,4,0
2006-12-20 03:00:00,0.03942330785640619,0.9055440410658697,0.041818785263856614,0.0,0.004826254826254826,0.03541315345699831,3,20,12,2,4,0
2006-12-20 04:00:00,0.034966022915106726,0.9181505500954596,0.03700630600730169,0.0,0.013513513513513514,0.0,4,20,12,2,4,0
2006-12-20 05:00:00,0.029392650777729106,0.8451338280849559,0.030700298705609037,0.0,0.005791505791505792,0.0,5,20,12,2,4,0
2006-12-20 06:00:00,0.033821680346975955,0.8129749726995179,0.0336873547958845,0.0,0.0,0.0,6,20,12,2,4,0
2006-12-20 07:00:00,0.2972394501504598,0.7791446591339621,0.29538665781613005,0.0,0.014961389961389963,0.2360876897133221,7,20,12,2,4,0
2006-12-20 08:00:00,0.5516932031702527,0.6221315920453456,0.5438101559907069,0.0,0.26737451737451734,0.8912310286677909,8,20,12,2,4,0
2006-12-20 09:00:00,0.2673382026757837,0.7705793645487446,0.2550614005974112,0.0,0.015444015444015444,0.9156829679595279,9,20,12,2,4,0
2006-12-20 10:00:00,0.29377816707401494,0.6572619286398798,0.28609359442416193,0.0,0.09314671814671815,0.8962900505902192,10,20,12,2,4,0
2006-12-20 11:00:00,0.5866662899283727,0.6542607326186936,0.5760039827414536,0.0,0.7162162162162162,0.8954468802698144,11,20,12,2,4,0
2006-12-20 12:00:00,0.27486119548479154,0.747557813881274,0.2650182542316628,0.0,0.002413127413127413,0.9114671163575042,12,20,12,2,4,0
2006-12-20 13:00:00,0.2764223047906983,0.7413771329663543,0.26767341520079657,0.0,0.013513513513513514,0.9106239460370995,13,20,12,2,4,0
2006-12-20 14:00:00,0.24813161352302104,0.8112143700831282,0.2397942250248921,0.0,0.001447876447876448,0.8389544688026981,14,20,12,2,4,0
2006-12-20 15:00:00,0.03329895596400265,0.884758530008245,0.03650846332558912,0.0,0.005791505791505792,0.0,15,20,12,2,4,0
2006-12-20 16:00:00,0.07299068985490866,0.8147355753159058,0.07799535346830401,0.0,0.00916988416988417,0.0,16,20,12,2,4,0
2006-12-20 17:00:00,0.09525592303236652,0.7615683477821609,0.09326252904082309,0.0,0.0,0.0,17,20,12,2,4,0
2006-12-20 18:00:00,0.5748908636254467,0.5975425850400793,0.5670428144706273,0.0,0.014961389961389963,0.5320404721753795,18,20,12,2,4,0
2006-12-20 19:00:00,0.6528898181766809,0.4860748961838759,0.6470295386657816,0.0,0.0,0.8693086003372682,19,20,12,2,4,0
2006-12-20 20:00:00,0.7314185609539012,0.46848372742602784,0.7285097909060737,0.0,0.014961389961389963,0.8659359190556493,20,20,12,2,4,0
2006-12-20 21:00:00,0.7463797804557591,0.45275716312688985,0.7417855957517425,0.0,0.0,0.863406408094435,21,20,12,2,4,0
2006-12-20 22:00:00,0.6219643134650976,0.5805977134452096,0.6098572850979089,0.0,0.010617760617760617,0.8844856661045531,22,20,12,2,4,0
2006-12-20 23:00:00,0.4784552788098837,0.7379673582789188,0.46216395618984407,0.0,0.003861003861003861,0.9097807757166948,23,20,12,2,4,0
2006-12-21 00:00:00,0.2991961346651032,0.7840847466440835,0.2897444407567209,0.0,0.0,0.9173693086003373,0,21,12,3,4,0
2006-12-21 01:00:00,0.2699730161196897,0.7962232473832387,0.2580484566876867,0.0,0.014961389961389963,0.9198988195615515,1,21,12,3,4,0
2006-12-21 02:00:00,0.2438933077151293,0.7942397836761685,0.2313308994357783,0.0,0.0,0.8701517706576728,2,21,12,3,4,0
2006-12-21 03:00:00,0.0378480708644731,0.8349565049438024,0.04132094258214404,0.0,0.01447876447876448,0.0,3,21,12,3,4,0
2006-12-21 04:00:00,0.026009069974428884,0.8426674986814042,0.025721871888483246,0.0,0.0,0.0,4,21,12,3,4,0
2006-12-21 05:00:00,0.03532627890877753,0.8074257315415299,0.037836043810155984,0.0,0.0111003861003861,0.0,5,21,12,3,4,0
2006-12-21 06:00:00,0.03637879151773729,0.8475853000824589,0.035678725522734815,0.0,0.003861003861003861,0.0,6,21,12,3,4,0
2006-12-21 07:00:00,0.24356837093652428,0.68904934887418,0.24112180550945903,0.0,0.0,0.0,7,21,12,3,4,0
2006-12-21 08:00:00,0.3049531667208228,0.6088564997437089,0.30318619316296047,0.0,0.01447876447876448,0.2571669477234401,8,21,12,3,4,0
