Datetime,Global_active_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,hour,day,month,dayofweek,quarter,is_weekend
2006-12-16,3.010883838383838,236.24376262626262,12.886868686868686,0.0,1.3686868686868687,12.43939393939394,0,16,12,5,4,1
2006-12-17,2.3343777777777777,240.08505555555556,9.912222222222223,1.4118055555555555,2.798611111111111,9.264583333333333,0,17,12,6,4,1
2006-12-18,1.5288875,241.23148611111114,6.413333333333334,0.7381944444444445,1.8104166666666666,9.734722222222222,0,18,12,0,4,0
2006-12-19,1.1325097222222222,241.9975,4.817916666666667,0.5826388888888889,4.725694444444445,4.303472222222222,0,19,12,1,4,0
2006-12-20,1.5359097222222222,242.3066180555556,6.42625,0.0,1.8041666666666667,9.765972222222222,0,20,12,2,4,0
2006-12-21,1.1914631432545202,241.04054937413073,5.022531293463143,1.2232267037552156,1.7851182197496522,7.246870653685675,0,21,12,3,4,0
2006-12-22,1.5945694444444443,241.18302083333333,6.731805555555555,2.1770833333333335,0.24305555555555555,7.729861111111111,0,22,12,4,4,0
2006-12-23,3.199315277777778,240.1360763888889,13.550972222222223,1.8423611111111111,0.2951388888888889,10.22638888888889,0,23,12,5,4,1
2006-12-24,1.7539416666666665,241.68425,7.567777777777778,1.163888888888889,3.160416666666667,4.785416666666666,0,24,12,6,4,1
2006-12-25,1.8660652777777778,243.334875,7.792638888888889,4.161111111111111,1.3416666666666666,4.024305555555555,0,25,12,0,4,0
2006-12-26,2.7271347222222224,241.62485416666667,11.32875,0.7458333333333333,1.7194444444444446,10.402083333333334,0,26,12,1,4,0
2006-12-27,1.0611458333333332,243.6298611111111,4.515694444444445,0.0,0.21805555555555556,4.844444444444444,0,27,12,2,4,0
2006-12-28,1.3903208333333332,243.1802291666667,5.873611111111111,1.5229166666666667,2.595138888888889,6.372222222222222,0,28,12,3,4,0
2006-12-29,2.166247222222222,240.85579861111108,9.098055555555556,0.8694444444444445,2.95,7.867361111111111,0,29,12,4,4,0
2006-12-30,1.8524867872044504,240.5300278164117,7.9011126564673155,2.1363004172461753,4.55076495132128,8.678720445062586,0,30,12,5,4,1
2006-12-31,2.4212333333333333,239.896375,10.18138888888889,0.0,0.24097222222222223,4.5152777777777775,0,31,12,6,4,1
2007-01-01,1.9090305555555556,240.12897916666665,7.916944444444444,0.0,0.24444444444444444,4.083333333333333,0,1,1,0,1,0
